time,acc,light,moderate-vigorous,sedentary,sleep,CpSB,CpLPA,CpMPA,CpVPA,CpMVPA,MET
2025-01-01 04:37:30.000+0000 [UTC],19.582,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:38:00.000+0000 [UTC],16.732,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:38:30.000+0000 [UTC],19.99,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:39:00.000+0000 [UTC],38.298,1,0,0,0,0,1,0,0,0,2.339405
2025-01-01 04:39:30.000+0000 [UTC],35.468,1,0,0,0,0,1,0,0,0,2.65345
2025-01-01 04:40:00.000+0000 [UTC],46.964,1,0,0,0,0,1,0,0,0,3.080546
2025-01-01 04:40:30.000+0000 [UTC],0.519,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:41:00.000+0000 [UTC],25.442,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:41:30.000+0000 [UTC],14.302,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:42:00.000+0000 [UTC],20.541,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:42:30.000+0000 [UTC],9.8,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:43:00.000+0000 [UTC],18.064,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:43:30.000+0000 [UTC],9.733,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:44:00.000+0000 [UTC],6.231,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 04:44:30.000+0000 [UTC],11.881,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:45:00.000+0000 [UTC],24.57,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:45:30.000+0000 [UTC],49.553,1,0,0,0,0,1,0,0,0,2.74465
2025-01-01 04:46:00.000+0000 [UTC],14.047,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:46:30.000+0000 [UTC],40.884,1,0,0,0,0,1,0,0,0,2.485573
2025-01-01 04:47:00.000+0000 [UTC],3.129,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 04:47:30.000+0000 [UTC],7.172,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 04:48:00.000+0000 [UTC],16.087,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:48:30.000+0000 [UTC],3.928,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 04:49:00.000+0000 [UTC],19.35,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:49:30.000+0000 [UTC],17.478,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:50:00.000+0000 [UTC],15.752,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:50:30.000+0000 [UTC],6.616,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 04:51:00.000+0000 [UTC],16.825,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:51:30.000+0000 [UTC],27.017,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:52:00.000+0000 [UTC],54.775,1,0,0,0,0,1,0,0,0,2.445055
2025-01-01 04:52:30.000+0000 [UTC],14.712,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:53:00.000+0000 [UTC],16.005,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:53:30.000+0000 [UTC],20.253,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:54:00.000+0000 [UTC],20.528,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:54:30.000+0000 [UTC],20.935,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:55:00.000+0000 [UTC],18.194,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:55:30.000+0000 [UTC],28.583,1,0,0,0,0,1,0,0,0,2.392998
2025-01-01 04:56:00.000+0000 [UTC],9.285,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:56:30.000+0000 [UTC],23.167,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:57:00.000+0000 [UTC],5.735,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 04:57:30.000+0000 [UTC],9.268,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:58:00.000+0000 [UTC],38.063,1,0,0,0,0,1,0,0,0,2.854192
2025-01-01 04:58:30.000+0000 [UTC],16.513,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:59:00.000+0000 [UTC],11.229,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 04:59:30.000+0000 [UTC],14.679,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:00:00.000+0000 [UTC],16.644,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:00:30.000+0000 [UTC],16.607,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:01:00.000+0000 [UTC],17.11,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:01:30.000+0000 [UTC],23.069,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:02:00.000+0000 [UTC],17.268,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:02:30.000+0000 [UTC],13.779,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:03:00.000+0000 [UTC],19.82,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:03:30.000+0000 [UTC],20.947,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:04:00.000+0000 [UTC],8.862,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:04:30.000+0000 [UTC],32.832,1,0,0,0,0,1,0,0,0,2.311806
2025-01-01 05:05:00.000+0000 [UTC],17.987,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:05:30.000+0000 [UTC],21.335,1,0,0,0,0,1,0,0,0,2.513567
2025-01-01 05:06:00.000+0000 [UTC],39.173,1,0,0,0,0,1,0,0,0,2.515359
2025-01-01 05:06:30.000+0000 [UTC],18.506,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:07:00.000+0000 [UTC],8.676,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 05:07:30.000+0000 [UTC],4.553,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 05:08:00.000+0000 [UTC],13.512,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:08:30.000+0000 [UTC],21.879,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:09:00.000+0000 [UTC],73.104,0,1,0,0,0,0,1,1,1,3.676065
2025-01-01 05:09:30.000+0000 [UTC],38.783,1,0,0,0,0,1,0,0,0,2.349465
2025-01-01 05:10:00.000+0000 [UTC],14.25,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:10:30.000+0000 [UTC],15.628,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:11:00.000+0000 [UTC],14.135,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:11:30.000+0000 [UTC],15.078,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:12:00.000+0000 [UTC],55.134,1,0,0,0,0,1,0,0,0,2.08826
2025-01-01 05:12:30.000+0000 [UTC],9.519,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:13:00.000+0000 [UTC],7.8,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:13:30.000+0000 [UTC],46.308,1,0,0,0,0,1,0,0,0,2.596892
2025-01-01 05:14:00.000+0000 [UTC],22.973,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:14:30.000+0000 [UTC],10.765,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:15:00.000+0000 [UTC],29.758,1,0,0,0,0,1,0,0,0,2.481699
2025-01-01 05:15:30.000+0000 [UTC],4.301,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 05:16:00.000+0000 [UTC],10.043,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:16:30.000+0000 [UTC],4.233,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:17:00.000+0000 [UTC],11.805,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:17:30.000+0000 [UTC],8.385,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:18:00.000+0000 [UTC],23.21,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:18:30.000+0000 [UTC],20.049,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:19:00.000+0000 [UTC],11.559,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:19:30.000+0000 [UTC],26.262,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:20:00.000+0000 [UTC],19.909,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:20:30.000+0000 [UTC],13.376,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:21:00.000+0000 [UTC],2.503,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:21:30.000+0000 [UTC],26.455,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:22:00.000+0000 [UTC],8.052,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:22:30.000+0000 [UTC],4.961,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 05:23:00.000+0000 [UTC],6.773,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:23:30.000+0000 [UTC],58.541,1,0,0,0,0,1,0,0,0,2.650072
2025-01-01 05:24:00.000+0000 [UTC],52.21,1,0,0,0,0,1,0,0,0,2.33992
2025-01-01 05:24:30.000+0000 [UTC],20.113,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:25:00.000+0000 [UTC],27.199,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:25:30.000+0000 [UTC],21.921,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:26:00.000+0000 [UTC],17.82,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:26:30.000+0000 [UTC],45.821,1,0,0,0,0,1,0,0,0,2.866246
2025-01-01 05:27:00.000+0000 [UTC],17.974,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:27:30.000+0000 [UTC],19.267,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:28:00.000+0000 [UTC],18.795,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:28:30.000+0000 [UTC],16.406,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:29:00.000+0000 [UTC],37.735,1,0,0,0,0,1,0,0,0,2.236968
2025-01-01 05:29:30.000+0000 [UTC],15.521,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:30:00.000+0000 [UTC],14.687,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:30:30.000+0000 [UTC],4.394,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 05:31:00.000+0000 [UTC],30.406,1,0,0,0,0,1,0,0,0,3.013612
2025-01-01 05:31:30.000+0000 [UTC],11.23,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:32:00.000+0000 [UTC],13.597,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:32:30.000+0000 [UTC],6.535,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:33:00.000+0000 [UTC],14.508,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:33:30.000+0000 [UTC],10.057,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:34:00.000+0000 [UTC],9.482,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:34:30.000+0000 [UTC],15.899,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:35:00.000+0000 [UTC],21.96,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:35:30.000+0000 [UTC],6.6,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 05:36:00.000+0000 [UTC],19.592,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:36:30.000+0000 [UTC],7.147,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:37:00.000+0000 [UTC],10.052,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:37:30.000+0000 [UTC],1.767,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 05:38:00.000+0000 [UTC],19.704,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:38:30.000+0000 [UTC],10.088,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:39:00.000+0000 [UTC],2.893,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 05:39:30.000+0000 [UTC],2.864,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 05:40:00.000+0000 [UTC],146.493,0,1,0,0,0,0,1,0,1,3.780891
2025-01-01 05:40:30.000+0000 [UTC],13.877,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:41:00.000+0000 [UTC],17.75,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:41:30.000+0000 [UTC],36.278,1,0,0,0,0,1,0,0,0,1.975709
2025-01-01 05:42:00.000+0000 [UTC],6.901,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 05:42:30.000+0000 [UTC],10.158,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:43:00.000+0000 [UTC],15.527,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:43:30.000+0000 [UTC],8.33,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:44:00.000+0000 [UTC],50.887,1,0,0,0,0,1,0,0,0,2.630431
2025-01-01 05:44:30.000+0000 [UTC],11.993,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:45:00.000+0000 [UTC],16.599,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:45:30.000+0000 [UTC],7.035,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:46:00.000+0000 [UTC],17.202,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:46:30.000+0000 [UTC],14.902,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:47:00.000+0000 [UTC],17.762,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:47:30.000+0000 [UTC],58.846,1,0,0,0,0,1,0,0,0,2.642629
2025-01-01 05:48:00.000+0000 [UTC],16.12,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:48:30.000+0000 [UTC],21.821,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:49:00.000+0000 [UTC],15.626,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:49:30.000+0000 [UTC],12.853,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:50:00.000+0000 [UTC],15.611,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:50:30.000+0000 [UTC],17.716,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:51:00.000+0000 [UTC],15.244,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:51:30.000+0000 [UTC],15.203,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:52:00.000+0000 [UTC],11.49,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:52:30.000+0000 [UTC],8.421,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 05:53:00.000+0000 [UTC],11.685,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:53:30.000+0000 [UTC],117.665,0,1,0,0,0,0,1,0,1,6.549812
2025-01-01 05:54:00.000+0000 [UTC],7.987,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:54:30.000+0000 [UTC],55.432,1,0,0,0,0,1,0,0,0,2.261333
2025-01-01 05:55:00.000+0000 [UTC],35.112,1,0,0,0,0,1,0,0,0,2.627318
2025-01-01 05:55:30.000+0000 [UTC],23.748,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:56:00.000+0000 [UTC],8.781,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:56:30.000+0000 [UTC],11.535,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:57:00.000+0000 [UTC],11.408,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:57:30.000+0000 [UTC],4.791,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 05:58:00.000+0000 [UTC],114.586,0,1,0,0,0,0,0,0,0,4.500683
2025-01-01 05:58:30.000+0000 [UTC],4.662,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 05:59:00.000+0000 [UTC],19.475,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 05:59:30.000+0000 [UTC],28.804,1,0,0,0,0,1,0,0,0,2.883856
2025-01-01 06:00:00.000+0000 [UTC],5.14,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 06:00:30.000+0000 [UTC],13.525,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:01:00.000+0000 [UTC],21.239,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:01:30.000+0000 [UTC],41.409,1,0,0,0,0,1,0,0,0,1.834954
2025-01-01 06:02:00.000+0000 [UTC],11.633,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:02:30.000+0000 [UTC],215.793,0,1,0,0,0,0,0,0,0,5.28213
2025-01-01 06:03:00.000+0000 [UTC],16.395,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:03:30.000+0000 [UTC],22.316,1,0,0,0,0,1,0,0,0,2.650823
2025-01-01 06:04:00.000+0000 [UTC],10.823,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:04:30.000+0000 [UTC],25.726,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:05:00.000+0000 [UTC],9.062,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:05:30.000+0000 [UTC],128.963,0,1,0,0,0,0,1,1,1,3.709101
2025-01-01 06:06:00.000+0000 [UTC],43.232,1,0,0,0,0,1,0,0,0,1.752019
2025-01-01 06:06:30.000+0000 [UTC],16.549,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:07:00.000+0000 [UTC],18.169,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:07:30.000+0000 [UTC],7.324,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 06:08:00.000+0000 [UTC],17.069,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:08:30.000+0000 [UTC],97.446,0,1,0,0,0,0,1,1,1,3.720147
2025-01-01 06:09:00.000+0000 [UTC],14.074,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:09:30.000+0000 [UTC],14.351,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:10:00.000+0000 [UTC],15.219,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:10:30.000+0000 [UTC],14.265,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:11:00.000+0000 [UTC],38.524,1,0,0,0,0,1,0,0,0,2.210301
2025-01-01 06:11:30.000+0000 [UTC],19.819,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:12:00.000+0000 [UTC],26.053,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:12:30.000+0000 [UTC],3.145,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 06:13:00.000+0000 [UTC],12.213,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:13:30.000+0000 [UTC],8.151,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:14:00.000+0000 [UTC],5.477,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 06:14:30.000+0000 [UTC],35.34,1,0,0,0,0,1,0,0,0,2.98875
2025-01-01 06:15:00.000+0000 [UTC],14.559,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:15:30.000+0000 [UTC],6.95,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 06:16:00.000+0000 [UTC],24.053,1,0,0,0,0,1,0,0,0,2.325465
2025-01-01 06:16:30.000+0000 [UTC],27.899,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:17:00.000+0000 [UTC],10.982,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:17:30.000+0000 [UTC],45.136,1,0,0,0,0,1,0,0,0,2.147836
2025-01-01 06:18:00.000+0000 [UTC],34.673,1,0,0,0,0,1,0,0,0,2.440619
2025-01-01 06:18:30.000+0000 [UTC],23.196,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:19:00.000+0000 [UTC],6.002,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 06:19:30.000+0000 [UTC],28.301,1,0,0,0,0,1,0,0,0,3.120372
2025-01-01 06:20:00.000+0000 [UTC],23.389,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:20:30.000+0000 [UTC],12.232,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:21:00.000+0000 [UTC],17.845,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:21:30.000+0000 [UTC],11.277,1,0,0,0,0,1,0,0,0,1.950495
2025-01-01 06:22:00.000+0000 [UTC],23.142,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:22:30.000+0000 [UTC],13.104,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:23:00.000+0000 [UTC],39.725,1,0,0,0,0,1,0,0,0,2.184607
2025-01-01 06:23:30.000+0000 [UTC],5.379,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 06:24:00.000+0000 [UTC],13.982,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:24:30.000+0000 [UTC],107.209,0,1,0,0,0,0,1,0,1,5.581985
2025-01-01 06:25:00.000+0000 [UTC],12.092,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:25:30.000+0000 [UTC],154.453,0,1,0,0,0,0,0,0,0,3.150424
2025-01-01 06:26:00.000+0000 [UTC],9.926,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:26:30.000+0000 [UTC],11.754,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:27:00.000+0000 [UTC],57.723,1,0,0,0,0,1,0,0,0,2.94923
2025-01-01 06:27:30.000+0000 [UTC],8.88,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:28:00.000+0000 [UTC],15.17,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:28:30.000+0000 [UTC],56.613,1,0,0,0,0,1,0,0,0,3.057311
2025-01-01 06:29:00.000+0000 [UTC],35.429,1,0,0,0,0,1,0,0,0,2.468971
2025-01-01 06:29:30.000+0000 [UTC],33.978,1,0,0,0,0,1,0,0,0,2.128284
2025-01-01 06:30:00.000+0000 [UTC],44.688,1,0,0,0,0,1,0,0,0,3.128753
2025-01-01 06:30:30.000+0000 [UTC],11.15,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:31:00.000+0000 [UTC],16.169,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:31:30.000+0000 [UTC],7.221,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:32:00.000+0000 [UTC],16.654,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:32:30.000+0000 [UTC],7.002,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 06:33:00.000+0000 [UTC],19.168,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:33:30.000+0000 [UTC],5.031,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:34:00.000+0000 [UTC],16.87,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:34:30.000+0000 [UTC],0.0,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 06:35:00.000+0000 [UTC],21.138,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:35:30.000+0000 [UTC],8.952,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:36:00.000+0000 [UTC],23.363,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:36:30.000+0000 [UTC],30.016,1,0,0,0,0,1,0,0,0,2.978333
2025-01-01 06:37:00.000+0000 [UTC],17.095,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:37:30.000+0000 [UTC],6.356,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 06:38:00.000+0000 [UTC],3.692,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 06:38:30.000+0000 [UTC],11.475,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:39:00.000+0000 [UTC],43.018,1,0,0,0,0,1,0,0,0,2.703684
2025-01-01 06:39:30.000+0000 [UTC],1.339,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 06:40:00.000+0000 [UTC],47.661,1,0,0,0,0,1,0,0,0,2.256279
2025-01-01 06:40:30.000+0000 [UTC],14.721,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:41:00.000+0000 [UTC],17.792,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:41:30.000+0000 [UTC],52.269,1,0,0,0,0,1,0,0,0,2.485291
2025-01-01 06:42:00.000+0000 [UTC],15.38,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:42:30.000+0000 [UTC],38.998,1,0,0,0,0,1,0,0,0,2.451892
2025-01-01 06:43:00.000+0000 [UTC],6.022,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 06:43:30.000+0000 [UTC],7.747,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 06:44:00.000+0000 [UTC],17.694,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:44:30.000+0000 [UTC],10.397,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:45:00.000+0000 [UTC],4.725,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 06:45:30.000+0000 [UTC],123.398,0,1,0,0,0,0,0,0,0,4.084786
2025-01-01 06:46:00.000+0000 [UTC],15.847,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:46:30.000+0000 [UTC],6.906,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 06:47:00.000+0000 [UTC],8.225,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 06:47:30.000+0000 [UTC],7.931,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:48:00.000+0000 [UTC],14.444,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:48:30.000+0000 [UTC],10.48,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:49:00.000+0000 [UTC],11.322,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:49:30.000+0000 [UTC],21.18,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:50:00.000+0000 [UTC],76.852,0,1,0,0,0,0,1,1,1,4.534027
2025-01-01 06:50:30.000+0000 [UTC],20.457,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:51:00.000+0000 [UTC],18.046,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:51:30.000+0000 [UTC],9.538,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:52:00.000+0000 [UTC],13.418,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:52:30.000+0000 [UTC],7.63,0,0,0,1,0,0,0,0,0,0.951234
2025-01-01 06:53:00.000+0000 [UTC],21.065,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:53:30.000+0000 [UTC],15.709,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:54:00.000+0000 [UTC],37.963,1,0,0,0,0,1,0,0,0,2.599255
2025-01-01 06:54:30.000+0000 [UTC],26.597,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:55:00.000+0000 [UTC],16.967,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:55:30.000+0000 [UTC],15.96,0,0,1,0,1,0,0,0,0,1.563492
2025-01-01 06:56:00.000+0000 [UTC],13.454,0,0,1,0,1,0,0,0,0,1.563492
